State,Job,Median Salary,Description,2022,2021,2020,2019,2018
Alaska,Web Developer,80823,Level I(Junior/Apprentice/Entry)-77319 & LevelII(Senior)-80823,80823,72709,74498,78966,78408
Alaska,Dental Hygienist,65805,Level I(Junior/Apprentice/Entry)-62372 & LevelII(Senior) -65805,65805,65809,68615,74570,68680
Alaska,Occupational Therapist,70024,Level I(Junior/Apprentice/Entry)-68448 & LevelII(Senior) -70024,70024,71387,73629,77031,69730
Alaska,Veterinarian,84687,Level I(Junior/Apprentice/Entry)-82940 & LevelII(Senior)-84687,84687,81749,79692,88364,84142
Alaska,Computer Programmer,68982,Level I(Junior/Apprentice/Entry)-63578 & LevelII(Senior) -68982,68982,69962,71028,73095,68982
Alaska,School Psychologist,68848,Level I(Junior/Apprentice/Entry)-67983 & LevelII(Senior)-68848,68848,65562,62740,71462,68630
Alaska,Physical Therapist Assistant,56430,Level I(Junior/Apprentice/Entry)-54571 & LevelII(Senior)-56430,56430,47907,46250,53199,53087
Alaska,Interpreter & Translator,49456,Level I(Junior/Apprentice/Entry)-44260 & LevelII(Senior)-49456,49456,40585,41012,47508,48941
Alaska,Mechanical Engineer,78933,Level I(Junior/Apprentice/Entry)-78133 & LevelII(Senior)-78933,78933,74298,70902,80590,79790
Alaska,Veterinary Technologist & Technician,35336,Level I(Junior/Apprentice/Entry)-31832 & LevelII(Senior)-35336,35336,29275,27929,33032,33811
Alaska,Epidemiologist,66609,Level I(Junior/Apprentice/Entry)-64320 & LevelII(Senior)-66609,66609,59777,59777,66588,67568
Alaska,IT Manager,117292,Level I(Junior/Apprentice/Entry)-116492 & LevelII(Senior) -117292,117292,114639,113220,122600,115418
Alaska,Market Research Analyst,61368,Level I(Junior/Apprentice/Entry)-59100 & LevelII(Senior)-61368,61368,55154,54946,63854,62209
Alaska,Diagnostic Medical Sonographer,63551,Level I(Junior/Apprentice/Entry)-59261 & LevelII(Senior) -63551,63551,60478,63199,67699,60478
Alaska,Computer Systems Administrator,68759,Level I(Junior/Apprentice/Entry)-63827 & LevelII(Senior) -68759,68759,69768,67338,74645,67466
Alaska,Respiratory Therapist,51917,Level I(Junior/Apprentice/Entry)-47627 & LevelII(Senior) -51917,51917,54550,53603,60165,50535
Alaska,Medical Secretary,36884,Level I(Junior/Apprentice/Entry)-32088 & LevelII(Senior)-36884,36884,30595,29713,36550,33319
Alaska,Civil Engineer,82872,Level I(Junior/Apprentice/Entry)-80604 & LevelII(Senior)-82872,82872,74265,74692,78805,78958
Alaska,Substance Abuse Counselor,36272,Level I(Junior/Apprentice/Entry)-31591 & LevelII(Senior) -36272,36272,34250,33942,40751,36681
Alaska,Speech-Language Pathologist,65479,Level I(Junior/Apprentice/Entry)-60798 & LevelII(Senior) -65479,65479,64469,68285,72583,64469
Alaska,Landscaper & Groundskeeper,22492,Level I(Junior/Apprentice/Entry)-17894 & LevelII(Senior) -22492,22492,20006,18714,28914,20587
Alaska,Radiologic Technologist ,52272,Level I(Junior/Apprentice/Entry)-50004 & LevelII(Senior) -52272,52272,52597,54655,57267,50839
Alaska,Cost Estimator,60651,Level I(Junior/Apprentice/Entry)-59786 & LevelII(Senior)-60651,60651,55517,56151,61944,63844
Alaska,Financial Advisor,68056,Level I(Junior/Apprentice/Entry)-62966 & LevelII(Senior)-68056,68056,61056,65289,69403,70151
Alaska,Marriage & Family Therapist,51636,Level I(Junior/Apprentice/Entry)-50618 & LevelII(Senior)-51636,51636,44864,41036,50983,50111
Alaska,Medical Assistant,32192,Level I(Junior/Apprentice/Entry)-26768 & LevelII(Senior)-32192,32192,27089,24485,34115,32971
Alaska,Lawyer,108732,Level I(Junior/Apprentice/Entry)-107867 & LevelII(Senior) -108732,108732,108134,108787,117873,108732
Alaska,Accountant,67131,Level I(Junior/Apprentice/Entry)-61935 & LevelII(Senior)-67131,67131,58160,57360,63250,67265
Alaska,Compliance Officer,64983,Level I(Junior/Apprentice/Entry)-61735 & LevelII(Senior)-64983,64983,55759,55016,62299,63363
Alaska,High School Teacher,56659,Level I(Junior/Apprentice/Entry)-53736 & LevelII(Senior)-56659,56659,51122,50937,59302,55561
Alaska,Clinical Laboratory Technician,38687,Level I(Junior/Apprentice/Entry)-36476 & LevelII(Senior)-38687,38687,33507,35922,38516,40373
Alaska,Maintenance & Repair Worker,40754,Level I(Junior/Apprentice/Entry)-37506 & LevelII(Senior)-40754,40754,34139,31659,40754,39005
Alaska,"Bookkeeping, Accounting, & Audit Clerk",29798,Level I(Junior/Apprentice/Entry)-24394 & LevelII(Senior) -29798,29798,31226,29534,37019,29915
Alaska,Financial Manager,103062,Level I(Junior/Apprentice/Entry)-99391 & LevelII(Senior) -103062,103062,104028,106469,112750,105371
Alaska,Recreation & Fitness Worker,26787,Level I(Junior/Apprentice/Entry)-25211 & LevelII(Senior) -26787,26787,29062,29119,35001,27655
Alaska,Insurance Agent,52265,Level I(Junior/Apprentice/Entry)-47175 & LevelII(Senior)-52265,52265,43779,45874,52246,49718
Alaska,Elementary School Teacher,50521,Level I(Junior/Apprentice/Entry)-48253 & LevelII(Senior) -50521,50521,48014,48129,57606,49918
Alaska,Dental Assistant,29050,Level I(Junior/Apprentice/Entry)-23646 & LevelII(Senior) -29050,29050,32281,28716,35331,31217
Alaska,Management Analyst,76864,Level I(Junior/Apprentice/Entry)-72321 & LevelII(Senior) -76864,76864,75517,74765,79305,74150
Alaska,Home Health Aide,23814,Level I(Junior/Apprentice/Entry)-20566 & LevelII(Senior)-23814,23814,19510,15114,23985,25125
Alaska,Pharmacy Technician,32863,Level I(Junior/Apprentice/Entry)-28067 & LevelII(Senior)-32863,32863,24516,25008,33615,31516
Alaska,Construction Manager,81192,Level I(Junior/Apprentice/Entry)-78981 & LevelII(Senior) -81192,81192,81517,79897,86187,82693
Alaska,Public Relations Specialist,50455,Level I(Junior/Apprentice/Entry)-46784 & LevelII(Senior) -50455,50455,50459,50455,58728,50626
Alaska,Middle School Teacher,50872,Level I(Junior/Apprentice/Entry)-45782 & LevelII(Senior) -50872,50872,47716,51564,55408,51564
Alaska,Massage Therapist,40772,Level I(Junior/Apprentice/Entry)-37880 & LevelII(Senior)-40772,40772,32917,34822,37699,40930
Alaska,Paramedic,35338,Level I(Junior/Apprentice/Entry)-31706 & LevelII(Senior)-35338,35338,25944,27307,34173,35936
Alaska,Preschool Teacher,25775,Level I(Junior/Apprentice/Entry)-24757 & LevelII(Senior) -25775,25775,22969,21708,31183,21216
Alaska,Hairdresser,21740,Level I(Junior/Apprentice/Entry)-18817 & LevelII(Senior) -21740,21740,18865,17344,25788,18865
Alaska,Marketing Manager,118257,Level I(Junior/Apprentice/Entry)-117066 & LevelII(Senior)-118257,118257,115710,114299,121706,118799
Alaska,Patrol Officer,58620,Level I(Junior/Apprentice/Entry)-54949 & LevelII(Senior)-58620,58620,53530,48926,58928,59526
Alaska,School Counselor,52883,Level I(Junior/Apprentice/Entry)-49251 & LevelII(Senior) -52883,52883,53054,52362,56489,49540
Alaska,Executive Assistant,40256,Level I(Junior/Apprentice/Entry)-38680 & LevelII(Senior) -40256,40256,43469,44815,46698,42247
Alaska,Financial Analyst,70226,Level I(Junior/Apprentice/Entry)-65030 & LevelII(Senior) -70226,70226,74054,70815,76495,72382
Alaska,Personal Care Aide,21609,Level I(Junior/Apprentice/Entry)-20809 & LevelII(Senior)-21609,21609,14935,15152,20941,24682
Alaska,Clinical Social Worker,43805,Level I(Junior/Apprentice/Entry)-40882 & LevelII(Senior) -43805,43805,46409,43805,49822,43424
Alaska,Business Operations Manager,97518,Level I(Junior/Apprentice/Entry)-95771 & LevelII(Senior)-97518,97518,94059,94048,98142,97461
Alaska,Loan Officer,63620,Level I(Junior/Apprentice/Entry)-58424 & LevelII(Senior)-63620,63620,55026,53734,60741,62162
Alaska,"Meeting, Convention & Event Planner",42230,Level I(Junior/Apprentice/Entry)-39941 & LevelII(Senior) -42230,42230,44231,45329,47538,45318
Alaska,Mental Health Counselor,35495,Level I(Junior/Apprentice/Entry)-31820 & LevelII(Senior) -35495,35495,36959,38370,41029,34238
Alaska,Nursing Aide,22594,Level I(Junior/Apprentice/Entry)-19161 & LevelII(Senior) -22594,22594,21959,20666,27802,20499
Alaska,Sales Representative,51451,Level I(Junior/Apprentice/Entry)-49162 & LevelII(Senior) -51451,51451,49142,51881,56988,51529
Alaska,Architect,74458,Level I(Junior/Apprentice/Entry)-69662 & LevelII(Senior)-74458,74458,70007,70007,74458,74631
Alaska,Sales Manager,99361,Level I(Junior/Apprentice/Entry)-94546 & LevelII(Senior) -99361,99361,100850,100785,102852,98018
Alaska,HR Specialist,59206,Level I(Junior/Apprentice/Entry)-58341 & LevelII(Senior)-59206,59206,49214,49214,57843,58953
Alaska,Plumber,42026,Level I(Junior/Apprentice/Entry)-37230 & LevelII(Senior) -42026,42026,43779,44558,51740,46259
Alaska,Real Estate Agent,40661,Level I(Junior/Apprentice/Entry)-39085 & LevelII(Senior)-40661,40661,34927,35180,44560,40672
Alaska,Glazier,40342,Level I(Junior/Apprentice/Entry)-39477 & LevelII(Senior)-40342,40342,36432,33946,40342,40342
Alaska,Art Director,77689,Level I(Junior/Apprentice/Entry)-76487 & LevelII(Senior) -77689,77689,76679,76817,82378,76270
Alaska,Customer Service Representative,31430,Level I(Junior/Apprentice/Entry)-30412 & LevelII(Senior)-31430,31430,29439,27738,35720,32919
Alaska,Logistician,67387,Level I(Junior/Apprentice/Entry)-62789 & LevelII(Senior) -67387,67387,66734,67134,77354,66998
Alaska,Auto Mechanic,38469,Level I(Junior/Apprentice/Entry)-35221 & LevelII(Senior)-38469,38469,31248,35162,37927,41584
Alaska,Bus Driver,40263,Level I(Junior/Apprentice/Entry)-36631 & LevelII(Senior)-40263,40263,32472,30630,40263,36520
Alaska,Restaurant Cook,19869,Level I(Junior/Apprentice/Entry)-14779 & LevelII(Senior) -19869,19869,21062,16676,26623,21215
Alaska,Child & Family Social Worker,35884,Level I(Junior/Apprentice/Entry)-32451 & LevelII(Senior) -35884,35884,39489,35884,43928,37048
Alaska,Administrative Assistant,31005,Level I(Junior/Apprentice/Entry)-29814 & LevelII(Senior) -31005,31005,28622,28947,36413,28622
Alaska,Receptionist,21836,Level I(Junior/Apprentice/Entry)-18403 & LevelII(Senior) -21836,21836,21665,20525,26205,23593
Alaska,Paralegal,45528,Level I(Junior/Apprentice/Entry)-42636 & LevelII(Senior) -45528,45528,45930,45930,51526,41934
Alaska,Cement Mason & Concrete Finisher,36300,Level I(Junior/Apprentice/Entry)-34032 & LevelII(Senior)-36300,36300,31868,31829,39132,39171
Alaska,Painter,40826,Level I(Junior/Apprentice/Entry)-37903 & LevelII(Senior)-40826,40826,31087,30206,37377,40426
Alaska,Sports Coach,23166,Level I(Junior/Apprentice/Entry)-17762 & LevelII(Senior) -23166,23166,27552,24938,32245,23166
Alaska,Teacher Assistant,22662,Level I(Junior/Apprentice/Entry)-21460 & LevelII(Senior) -22662,22662,21933,20432,26572,18999
Alaska,Brickmason & Blockmason,46040,Level I(Junior/Apprentice/Entry)-40636 & LevelII(Senior) -46040,46040,41436,41750,52264,41416
Alaska,Cashier,21098,Level I(Junior/Apprentice/Entry)-16417 & LevelII(Senior)-21098,21098,16619,15938,20689,22501
Alaska,Janitor,17927,Level I(Junior/Apprentice/Entry)-13131 & LevelII(Senior) -17927,17927,19578,21670,23335,17872
Alaska,Electrician,51598,Level I(Junior/Apprentice/Entry)-46194 & LevelII(Senior)-51598,51598,43926,45826,52834,54420
Alaska,Delivery Truck Driver,28262,Level I(Junior/Apprentice/Entry)-26051 & LevelII(Senior) -28262,28262,24084,25776,34076,26388
Alaska,Maid & Housekeeper,17431,Level I(Junior/Apprentice/Entry)-13141 & LevelII(Senior) -17431,17431,15619,17714,22182,18425
Alaska,Carpenter,35278,Level I(Junior/Apprentice/Entry)-31607 & LevelII(Senior) -35278,35278,36706,37942,41228,37999
Alaska,Security Guard,18840,Level I(Junior/Apprentice/Entry)-16981 & LevelII(Senior) -18840,18840,20682,19387,26198,20682
Alaska,Construction Worker,33082,Level I(Junior/Apprentice/Entry)-30871 & LevelII(Senior)-33082,33082,27703,24907,34874,32342
Alaska,Fabricator,36435,Level I(Junior/Apprentice/Entry)-34146 & LevelII(Senior)-36435,36435,31938,34705,40502,39860
Alaska,Telemarketer,19027,Level I(Junior/Apprentice/Entry)-14346 & LevelII(Senior) -19027,19027,22552,18638,24435,18374
Alaska,Actuary,68750,Level I(Junior/Apprentice/Entry)-65118 & LevelII(Senior) -68750,68750,70298,69003,78950,71278
Alaska,Biomedical-Engineer,60935,Level I(Junior/Apprentice/Entry)-56645 & LevelII(Senior) -60935,60935,63267,60880,66343,61807
Alaska,Aerospace Engineer,67680,Level I(Junior/Apprentice/Entry)-65391 & LevelII(Senior)-67680,67680,60673,62546,69759,68392
Alaska,Agricultural Engineer,57497,Level I(Junior/Apprentice/Entry)-56295 & LevelII(Senior) -57497,57497,56517,57476,62657,55084
Alaska,Anthropologist,53716,Level I(Junior/Apprentice/Entry)-51427 & LevelII(Senior) -53716,53716,54598,50920,60144,51792
Alaska,Baker,37745,Level I(Junior/Apprentice/Entry)-33064 & LevelII(Senior)-37745,37745,30260,29045,37345,36224
Alaska,Lab technician,53651,Level I(Junior/Apprentice/Entry)-50147 & LevelII(Senior)-53651,53651,47295,44814,55414,51420
Alaska,Chemical Engineer,65497,Level I(Junior/Apprentice/Entry)-60565 & LevelII(Senior) -65497,65497,65897,65878,75374,67770
Alaska,Biologist,50756,Level I(Junior/Apprentice/Entry)-47124 & LevelII(Senior) -50756,50756,51637,52548,57198,54989
Alaska,Biochemist,60682,Level I(Junior/Apprentice/Entry)-58414 & LevelII(Senior) -60682,60682,62605,60701,70178,63750
Alaska,Executive,70717,Level I(Junior/Apprentice/Entry)-67469 & LevelII(Senior)-70717,70717,67649,66285,73549,73421
Alaska,Clinical Researcher,53286,Level I(Junior/Apprentice/Entry)-49654 & LevelII(Senior) -53286,53286,49673,51055,59578,49064
Alaska,Military Officer,48263,Level I(Junior/Apprentice/Entry)-43720 & LevelII(Senior) -48263,48263,48007,49935,52529,49764
Alaska,Military Inspector,60358,Level I(Junior/Apprentice/Entry)-59493 & LevelII(Senior)-60358,60358,56245,54561,63125,64583
Alaska,Military Administrator,60368,Level I(Junior/Apprentice/Entry)-55825 & LevelII(Senior) -60368,60368,61466,57253,67453,57976
Alaska,Crane Operator,48619,Level I(Junior/Apprentice/Entry)-43804 & LevelII(Senior)-48619,48619,45139,44505,48619,48228
Alaska,Military Cook,40527,Level I(Junior/Apprentice/Entry)-39325 & LevelII(Senior) -40527,40527,43712,40035,47727,40644
Alaska,Auditor,60350,Level I(Junior/Apprentice/Entry)-57427 & LevelII(Senior)-60350,60350,51903,52428,58465,60350
Alaska,Security Manager,58218,Level I(Junior/Apprentice/Entry)-53928 & LevelII(Senior)-58218,58218,53721,53384,55604,57509
Alaska,Medical Administrator,150679,Level I(Junior/Apprentice/Entry)-145864 & LevelII(Senior)-150679,150679,148623,148470,153159,154420
Alaska,Court Clerk,44908,Level I(Junior/Apprentice/Entry)-44108 & LevelII(Senior) -44908,44908,46475,44791,54404,44908
Alaska,Nutritionist,44039,Level I(Junior/Apprentice/Entry)-39224 & LevelII(Senior) -44039,44039,44986,44986,50718,44595
Alaska,Economist,69016,Level I(Junior/Apprentice/Entry)-67825 & LevelII(Senior) -69016,69016,69016,69016,74809,68888
Alaska,Security Consultant,62036,Level I(Junior/Apprentice/Entry)-59144 & LevelII(Senior)-62036,62036,57500,57500,61515,62057
Alaska,Editor,74760,Level I(Junior/Apprentice/Entry)-72492 & LevelII(Senior)-74760,74760,69223,69038,73336,74760
Alaska,Reporter,63758,Level I(Junior/Apprentice/Entry)-59468 & LevelII(Senior) -63758,63758,61288,64222,66769,63077
Alaska,Fashion Designer,59046,Level I(Junior/Apprentice/Entry)-55798 & LevelII(Senior) -59046,59046,57798,60211,63279,58847
Alaska,Quantity Surveyor,75461,Level I(Junior/Apprentice/Entry)-72569 & LevelII(Senior)-75461,75461,66182,67276,74412,72527
Alaska,Fire Fighter,44903,Level I(Junior/Apprentice/Entry)-43156 & LevelII(Senior) -44903,44903,45850,41854,51331,45074
Alaska,Warden,44010,Level I(Junior/Apprentice/Entry)-40335 & LevelII(Senior)-44010,44010,41463,42345,45499,46643
Alaska,Prison administrator,70019,Level I(Junior/Apprentice/Entry)-67730 & LevelII(Senior) -70019,70019,71768,70900,80041,74252
Alaska,Food Scientist,64077,Level I(Junior/Apprentice/Entry)-60829 & LevelII(Senior)-64077,64077,56895,56283,62679,63291
Alaska,Game Designer,74971,Level I(Junior/Apprentice/Entry)-71467 & LevelII(Senior)-74971,74971,67945,68217,78164,74619
Alaska,Data Analyst,78101,Level I(Junior/Apprentice/Entry)-73011 & LevelII(Senior)-78101,78101,75090,72215,81294,79565
Alaska,Computer Security Analyst,86475,Level I(Junior/Apprentice/Entry)-84728 & LevelII(Senior)-86475,86475,78202,77396,85723,88224
Alaska,Finance Executive,92025,Level I(Junior/Apprentice/Entry)-86621 & LevelII(Senior)-92025,92025,85344,83845,91066,90636
Alaska,Lecturer,62857,Level I(Junior/Apprentice/Entry)-59225 & LevelII(Senior) -62857,62857,62245,63538,69381,60934
Alaska,Industrial Engineer,64311,Level I(Junior/Apprentice/Entry)-63511 & LevelII(Senior) -64311,64311,61804,61176,67465,64389
Alaska,Safety Administrator,66998,Level I(Junior/Apprentice/Entry)-65807 & LevelII(Senior)-66998,66998,57774,60570,64176,64064
Alaska,Interior Designer,59572,Level I(Junior/Apprentice/Entry)-54776 & LevelII(Senior)-59572,59572,54154,53690,59149,60444
Alaska,Film Director,71800,Level I(Junior/Apprentice/Entry)-66868 & LevelII(Senior) -71800,71800,74414,73573,79722,70889
Alaska,Judge,72179,Level I(Junior/Apprentice/Entry)-67383 & LevelII(Senior) -72179,72179,74832,72958,79098,74985
Alaska,Law Clerk,40447,Level I(Junior/Apprentice/Entry)-37199 & LevelII(Senior) -40447,40447,42839,42205,49418,40332
Alaska,Inteligence Analyst,70763,Level I(Junior/Apprentice/Entry)-69016 & LevelII(Senior)-70763,70763,64108,64614,70651,73994
Alaska,Jeweler,53575,Level I(Junior/Apprentice/Entry)-49032 & LevelII(Senior) -53575,53575,52863,50696,57645,51188
Alaska,Postal Officer,33662,Level I(Junior/Apprentice/Entry)-29372 & LevelII(Senior)-33662,33662,27528,28785,37256,37058
Alaska,Mail Clerk,41283,Level I(Junior/Apprentice/Entry)-40418 & LevelII(Senior)-41283,41283,30475,34303,39383,37626
Alaska,Police Director,79949,Level I(Junior/Apprentice/Entry)-75351 & LevelII(Senior) -79949,79949,76344,77465,82331,79281
Alaska,Training Officer,52486,Level I(Junior/Apprentice/Entry)-50275 & LevelII(Senior) -52486,52486,53701,53701,58913,51058
Alaska,Manufacturing Engineer,73602,Level I(Junior/Apprentice/Entry)-68512 & LevelII(Senior) -73602,73602,72307,74639,79061,72307
Alaska,Butcher,29979,Level I(Junior/Apprentice/Entry)-25436 & LevelII(Senior) -29979,29979,30364,27880,33766,29808
Alaska,Health Inspector,82222,Level I(Junior/Apprentice/Entry)-79933 & LevelII(Senior)-82222,82222,74684,72736,79679,79134
Alaska,Health Officer,75592,Level I(Junior/Apprentice/Entry)-73733 & LevelII(Senior)-75592,75592,70437,69931,79017,79817
Alaska,Health Administrator,72730,Level I(Junior/Apprentice/Entry)-69297 & LevelII(Senior)-72730,72730,67115,68426,76862,73789
Alaska,Medical Secretaries,38851,Level I(Junior/Apprentice/Entry)-37649 & LevelII(Senior)-38851,38851,29238,32311,35746,36459
